Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
05-Jul-2024,EQ,63.57,64.2,63.4,63.58,63.94,63.77,63.81,73.5,29.1,"1,04,93,789","66,95,65,349.30","33,002"
04-Jul-2024,EQ,64.09,64.23,63.5,63.84,63.6,63.58,63.82,73.5,29.1,"1,12,44,425","71,76,27,523.51","36,073"
03-Jul-2024,EQ,63.99,64.24,63.75,63.61,63.79,63.84,63.96,73.5,29.1,"63,99,450","40,92,90,336.73","27,867"
02-Jul-2024,EQ,64.32,64.65,63.26,64.32,63.5,63.61,64.0,73.5,29.1,"81,14,496","51,93,47,458.85","32,181"
01-Jul-2024,EQ,64.9,65.28,64.2,64.81,64.34,64.32,64.53,73.5,29.1,"1,11,39,582","71,88,18,144.60","52,892"
28-Jun-2024,EQ,64.99,66.4,64.51,65.08,64.74,64.81,65.38,73.5,26.8,"1,49,91,521","98,01,40,961.47","47,784"
27-Jun-2024,EQ,64.6,65.3,63.82,64.66,65.09,65.08,64.59,73.5,26.8,"1,16,07,142","74,97,35,281.25","48,952"
26-Jun-2024,EQ,65.1,65.81,64.45,64.98,64.69,64.66,65.11,73.5,26.8,"1,44,30,493","93,95,76,346.34","39,854"
25-Jun-2024,EQ,66.18,66.3,64.7,66.01,64.75,64.98,65.42,73.5,26.8,"1,05,27,277","68,87,45,268.20","38,166"
24-Jun-2024,EQ,65.0,66.2,64.5,65.17,66.05,66.01,65.64,73.5,26.8,"1,71,37,251","1,12,49,70,872.79","43,000"
21-Jun-2024,EQ,66.3,66.6,64.7,66.28,65.25,65.17,65.36,73.5,26.8,"1,77,38,446","1,15,94,39,911.33","47,833"
20-Jun-2024,EQ,65.89,67.4,65.69,65.45,66.29,66.28,66.79,73.5,26.8,"2,46,38,106","1,64,54,63,840.14","57,645"
19-Jun-2024,EQ,65.75,67.45,64.25,65.63,65.5,65.45,65.84,73.5,26.8,"2,32,20,507","1,52,87,75,657.93","57,475"
18-Jun-2024,EQ,66.7,66.7,65.54,66.33,65.68,65.63,65.95,73.5,26.8,"1,39,88,696","92,26,11,453.85","44,646"
14-Jun-2024,EQ,66.8,67.2,66.15,66.68,66.3,66.33,66.58,73.5,26.8,"1,25,15,577","83,33,37,923.13","36,712"
13-Jun-2024,EQ,67.9,68.1,66.38,67.27,66.7,66.68,67.11,73.5,26.8,"1,25,42,601","84,16,83,809.83","34,188"
12-Jun-2024,EQ,66.8,68.38,66.41,66.39,67.42,67.27,67.54,73.5,26.8,"2,26,65,238","1,53,08,72,914.31","53,859"
11-Jun-2024,EQ,66.6,67.3,65.5,66.18,66.4,66.39,66.33,73.5,26.8,"1,55,58,375","1,03,19,90,127.73","40,391"
10-Jun-2024,EQ,66.95,67.45,66.0,66.65,66.3,66.18,66.71,73.5,26.8,"1,90,63,668","1,27,17,94,165.71","47,330"
07-Jun-2024,EQ,66.2,66.8,65.4,65.95,66.8,66.65,66.29,73.5,26.8,"1,85,95,619","1,23,27,02,723.05","34,187"
06-Jun-2024,EQ,64.35,67.2,64.2,63.65,66.15,65.95,66.22,73.5,26.8,"2,73,96,953","1,81,41,70,683.20","55,800"
05-Jun-2024,EQ,64.25,64.55,59.55,63.3,63.7,63.65,62.43,73.5,26.8,"4,56,17,914","2,84,79,11,077.60","1,03,526"
04-Jun-2024,EQ,72.0,72.0,59.0,72.5,63.9,63.3,65.41,73.5,26.8,"6,96,44,328","4,55,51,43,852.50","1,65,144"
03-Jun-2024,EQ,73.0,73.5,70.35,69.05,72.55,72.5,72.15,73.5,26.8,"7,59,21,042","5,47,80,00,888.15","1,19,842"
31-May-2024,EQ,67.65,69.75,66.5,67.25,68.8,69.05,68.19,72.55,26.8,"2,20,41,845","1,50,31,20,728.70","42,422"
30-May-2024,EQ,68.55,69.4,67.0,69.0,67.45,67.25,68.04,72.55,26.8,"2,01,58,859","1,37,16,72,754.30","48,128"
29-May-2024,EQ,68.0,69.7,67.4,68.8,69.0,69.0,68.8,72.55,26.8,"1,95,88,607","1,34,77,57,901.10","35,477"
28-May-2024,EQ,71.0,71.3,68.05,70.6,69.0,68.8,69.55,72.55,26.8,"2,97,63,447","2,06,99,07,197.15","54,581"
27-May-2024,EQ,68.6,71.5,68.45,68.15,70.8,70.6,70.4,72.55,26.8,"6,07,74,144","4,27,86,29,051.75","79,657"
24-May-2024,EQ,68.85,70.15,67.85,68.8,68.2,68.15,68.9,72.55,26.8,"2,47,76,871","1,70,72,33,324.50","44,821"
23-May-2024,EQ,67.85,70.3,67.8,67.55,68.95,68.8,69.31,72.55,26.8,"3,27,17,023","2,26,76,86,562.30","58,078"
22-May-2024,EQ,67.95,68.4,66.75,67.45,67.6,67.55,67.54,72.55,26.8,"1,82,46,222","1,23,23,53,743.90","41,195"
21-May-2024,EQ,64.9,67.9,64.35,64.45,67.5,67.45,66.78,72.55,26.8,"2,89,59,183","1,93,37,93,344.00","62,477"
18-May-2024,EQ,64.3,64.8,64.2,64.15,64.4,64.45,64.49,72.55,26.8,"23,71,837","15,29,64,462.45","6,178"
17-May-2024,EQ,64.25,64.8,63.7,64.0,64.25,64.15,64.25,72.55,26.8,"92,16,734","59,21,64,795.10","22,363"
16-May-2024,EQ,64.95,65.2,63.7,64.55,64.1,64.0,64.3,72.55,26.8,"1,16,74,254","75,06,87,813.80","26,408"
15-May-2024,EQ,64.7,65.95,64.2,64.35,64.5,64.55,65.02,72.55,26.8,"1,07,52,336","69,91,51,560.35","25,041"
14-May-2024,EQ,62.75,64.55,62.65,62.5,64.5,64.35,63.83,72.55,26.8,"1,31,44,263","83,90,21,135.45","27,703"
13-May-2024,EQ,63.05,63.3,61.4,63.9,62.55,62.5,62.21,72.55,26.8,"1,60,86,559","1,00,07,91,092.40","33,646"
10-May-2024,EQ,63.4,64.25,61.35,63.55,63.8,63.9,63.05,72.55,26.8,"1,99,18,487","1,25,58,42,828.20","39,640"
09-May-2024,EQ,66.0,66.55,63.15,65.95,63.7,63.55,64.89,72.55,26.8,"1,99,93,258","1,29,73,61,664.55","43,154"
08-May-2024,EQ,64.9,66.65,64.35,65.05,66.2,65.95,65.85,72.55,26.8,"2,10,25,273","1,38,44,38,699.80","32,751"
07-May-2024,EQ,66.85,67.5,64.55,66.8,65.1,65.05,65.92,72.55,26.8,"2,47,67,774","1,63,27,30,841.80","49,834"
06-May-2024,EQ,68.8,69.05,65.8,68.4,66.9,66.8,66.83,72.55,26.8,"2,88,03,348","1,92,49,13,387.70","50,159"
03-May-2024,EQ,70.2,70.35,67.9,69.8,68.45,68.4,68.71,72.55,26.8,"2,99,62,784","2,05,87,14,420.85","55,719"
02-May-2024,EQ,70.6,70.6,69.1,70.1,69.7,69.8,69.85,72.55,26.8,"3,03,60,298","2,12,06,65,460.65","55,865"
30-Apr-2024,EQ,71.4,72.55,69.8,71.05,70.05,70.1,71.14,72.55,26.8,"5,70,19,886","4,05,66,09,504.05","88,796"
29-Apr-2024,EQ,68.8,71.45,67.05,67.65,70.95,71.05,69.67,71.45,26.8,"10,05,89,434","7,00,78,47,682.90","1,25,140"
26-Apr-2024,EQ,65.9,69.4,65.2,65.25,67.75,67.65,67.35,69.45,26.8,"9,42,89,305","6,35,00,94,864.30","1,15,256"
25-Apr-2024,EQ,64.0,66.0,63.9,64.0,65.2,65.25,65.32,69.45,26.8,"3,94,32,553","2,57,58,38,850.00","58,310"
24-Apr-2024,EQ,64.7,64.95,63.7,64.5,64.25,64.0,64.25,69.45,26.8,"1,30,61,347","83,92,33,514.15","23,235"
23-Apr-2024,EQ,64.5,64.85,63.75,64.4,64.2,64.5,64.25,69.45,26.8,"1,79,40,319","1,15,26,36,009.50","30,676"
22-Apr-2024,EQ,62.0,64.7,62.0,61.6,64.45,64.4,63.45,69.45,26.8,"2,58,35,876","1,63,94,10,907.70","39,680"
19-Apr-2024,EQ,59.85,62.15,59.2,61.35,61.5,61.6,60.94,69.45,26.8,"1,93,40,620","1,17,85,43,266.45","32,132"
18-Apr-2024,EQ,62.6,63.45,61.0,62.25,61.75,61.35,62.33,69.45,26.8,"1,55,70,012","97,05,18,541.65","28,219"
16-Apr-2024,EQ,61.0,62.9,60.65,61.65,62.2,62.25,62.14,69.45,26.8,"1,66,04,658","1,03,17,35,308.55","27,260"
15-Apr-2024,EQ,61.4,62.65,59.35,63.6,61.75,61.65,61.3,69.45,26.8,"3,02,39,121","1,85,35,44,804.15","50,384"
12-Apr-2024,EQ,64.3,65.35,63.35,64.8,63.5,63.6,64.32,69.45,25.95,"1,88,90,222","1,21,51,09,994.45","35,250"
10-Apr-2024,EQ,64.65,65.2,63.75,64.45,64.75,64.8,64.41,69.45,25.95,"1,70,51,635","1,09,82,52,312.00","29,570"
09-Apr-2024,EQ,64.8,65.55,63.75,64.5,64.5,64.45,64.72,69.45,25.95,"1,85,61,895","1,20,13,80,472.15","30,228"
08-Apr-2024,EQ,66.05,66.25,64.05,65.7,64.65,64.5,65.03,69.45,25.95,"1,79,33,415","1,16,61,29,837.30","37,604"
05-Apr-2024,EQ,65.4,66.8,64.95,65.8,65.85,65.7,65.9,69.45,24.7,"2,91,34,927","1,91,99,07,060.60","44,662"
04-Apr-2024,EQ,67.5,67.65,65.05,66.9,66.1,65.8,66.21,69.45,24.7,"3,15,27,767","2,08,75,87,375.10","45,648"
03-Apr-2024,EQ,65.05,67.3,64.65,65.25,66.9,66.9,65.94,69.45,24.7,"4,28,88,922","2,82,80,32,631.45","60,067"
02-Apr-2024,EQ,65.5,66.55,64.8,65.15,65.3,65.25,65.65,69.45,24.7,"3,39,85,088","2,23,11,08,469.30","55,280"
01-Apr-2024,EQ,62.95,65.45,62.85,62.35,65.25,65.15,64.64,69.45,24.7,"4,95,54,730","3,20,31,30,953.75","81,064"
28-Mar-2024,EQ,59.3,63.1,59.3,59.15,62.1,62.35,61.85,69.45,22.8,"5,79,57,734","3,58,47,61,598.25","71,244"
27-Mar-2024,EQ,59.25,59.9,58.75,58.95,59.3,59.15,59.31,69.45,22.8,"1,76,37,114","1,04,60,15,107.85","30,055"
26-Mar-2024,EQ,59.85,60.3,58.55,59.85,58.9,58.95,59.13,69.45,22.8,"1,61,78,019","95,66,25,280.80","28,712"
22-Mar-2024,EQ,59.0,60.65,58.5,58.9,59.8,59.85,59.89,69.45,22.8,"1,58,30,308","94,80,52,973.45","25,231"
21-Mar-2024,EQ,59.2,60.35,58.6,58.6,58.9,58.9,59.62,69.45,22.8,"1,89,12,454","1,12,74,98,746.00","27,594"
20-Mar-2024,EQ,58.9,59.4,57.7,58.65,58.7,58.6,58.52,69.45,22.8,"1,69,82,846","99,37,55,019.20","30,448"
19-Mar-2024,EQ,58.85,59.6,58.05,58.8,58.6,58.65,58.93,69.45,22.8,"1,99,37,175","1,17,48,40,079.65","38,806"
18-Mar-2024,EQ,60.4,60.4,58.5,59.4,58.7,58.8,59.3,69.45,22.8,"1,94,51,244","1,15,34,43,718.15","42,516"
15-Mar-2024,EQ,58.0,60.0,55.55,58.3,60.0,59.4,58.32,69.45,22.8,"7,66,88,108","4,47,27,98,777.75","71,545"
14-Mar-2024,EQ,53.95,58.95,52.8,54.2,58.2,58.3,56.82,69.45,22.8,"4,61,98,087","2,62,50,16,053.75","66,003"
13-Mar-2024,EQ,58.7,59.5,53.6,58.7,54.0,54.2,55.89,69.45,22.8,"4,61,47,338","2,57,92,68,778.50","86,607"
12-Mar-2024,EQ,61.7,61.85,58.25,61.4,58.85,58.7,59.44,69.45,22.8,"3,32,39,156","1,97,57,94,370.40","63,161"
11-Mar-2024,EQ,62.25,63.45,61.05,61.9,61.25,61.4,62.4,69.45,22.8,"3,72,39,295","2,32,36,11,150.30","52,587"
07-Mar-2024,EQ,62.55,63.3,61.6,62.1,61.95,61.9,62.43,69.45,22.8,"2,43,58,835","1,52,06,56,458.70","41,503"
06-Mar-2024,EQ,63.8,64.45,61.25,63.6,62.2,62.1,62.74,69.45,22.8,"5,29,53,313","3,32,25,41,703.45","74,010"
05-Mar-2024,EQ,61.15,64.0,60.65,61.1,63.7,63.6,62.82,69.45,22.8,"7,42,36,585","4,66,32,21,404.55","98,896"
04-Mar-2024,EQ,60.45,61.5,59.7,60.45,61.2,61.1,60.64,69.45,22.8,"1,84,85,301","1,12,09,13,500.55","35,829"
02-Mar-2024,EQ,60.95,60.95,60.25,60.75,60.45,60.45,60.62,69.45,22.8,"21,20,160","12,85,15,386.75","7,430"
01-Mar-2024,EQ,60.0,61.0,59.8,59.7,60.6,60.75,60.47,69.45,22.8,"1,98,46,246","1,20,01,03,950.55","34,019"
29-Feb-2024,EQ,58.0,60.05,57.1,57.95,59.85,59.7,58.6,69.45,22.8,"3,00,21,517","1,75,92,74,689.10","43,858"
28-Feb-2024,EQ,60.1,60.5,57.25,59.9,58.0,57.95,58.56,69.45,22.8,"2,63,11,473","1,54,08,93,494.85","54,160"
27-Feb-2024,EQ,60.8,61.2,59.2,60.6,60.25,59.9,60.3,69.45,22.8,"1,97,63,129","1,19,17,12,714.85","39,807"
26-Feb-2024,EQ,61.4,61.75,60.3,61.05,60.7,60.6,60.96,69.45,22.8,"2,21,06,710","1,34,75,89,170.05","43,287"
23-Feb-2024,EQ,61.8,62.7,60.7,61.65,61.05,61.05,61.72,69.45,22.8,"2,65,24,064","1,63,70,16,490.65","45,006"
22-Feb-2024,EQ,60.75,62.0,58.65,60.4,61.75,61.65,60.42,69.45,22.8,"3,35,96,310","2,02,99,35,535.20","51,461"
21-Feb-2024,EQ,61.35,62.65,60.05,61.0,60.45,60.4,61.52,69.45,22.8,"3,58,59,264","2,20,60,13,902.30","54,934"
20-Feb-2024,EQ,62.1,62.65,60.8,61.95,61.3,61.0,61.78,69.45,22.8,"2,60,04,361","1,60,64,45,049.50","46,406"
19-Feb-2024,EQ,61.95,63.65,61.3,61.95,62.0,61.95,62.6,69.45,22.8,"4,32,19,511","2,70,56,49,482.20","60,116"
16-Feb-2024,EQ,62.85,63.5,61.4,62.25,61.7,61.95,62.61,69.45,22.8,"4,93,09,068","3,08,70,78,615.95","71,446"
15-Feb-2024,EQ,60.4,62.8,59.25,59.95,62.25,62.25,61.24,69.45,22.8,"7,36,80,678","4,51,23,90,999.25","97,283"
14-Feb-2024,EQ,56.1,60.3,55.75,58.0,59.95,59.95,58.58,69.45,22.8,"5,39,44,927","3,16,02,04,157.65","80,293"
13-Feb-2024,EQ,55.85,58.5,54.3,55.3,57.9,58.0,57.1,69.45,22.8,"6,84,14,310","3,90,63,20,494.10","1,08,734"
12-Feb-2024,EQ,62.0,62.05,54.05,61.55,55.45,55.3,57.9,69.45,22.8,"6,00,44,712","3,47,68,56,681.65","1,04,762"
09-Feb-2024,EQ,64.1,65.45,58.65,63.9,61.5,61.55,61.79,69.45,22.8,"7,41,21,067","4,57,96,63,267.10","1,17,194"
08-Feb-2024,EQ,68.8,69.45,63.45,66.9,64.05,63.9,65.78,69.45,22.8,"10,68,38,935","7,02,75,52,580.90","1,68,072"
07-Feb-2024,EQ,62.35,68.85,62.35,61.75,67.9,66.9,65.05,68.85,22.8,"16,00,93,709","10,41,40,16,907.10","1,92,026"
06-Feb-2024,EQ,60.9,64.4,60.0,60.05,61.9,61.75,62.11,64.4,22.8,"9,00,67,124","5,59,40,37,388.15","1,28,272"
05-Feb-2024,EQ,57.8,63.8,57.4,57.4,60.2,60.05,61.33,63.8,22.8,"18,46,78,185","11,32,62,87,775.10","2,08,857"
02-Feb-2024,EQ,57.2,58.9,56.5,56.45,57.3,57.4,57.57,58.9,22.8,"8,89,92,567","5,12,34,39,086.80","1,04,049"
01-Feb-2024,EQ,55.8,57.15,54.2,55.25,56.5,56.45,55.96,57.15,22.8,"7,44,25,518","4,16,50,46,935.50","84,422"
31-Jan-2024,EQ,53.95,56.1,53.5,53.75,55.2,55.25,55.01,56.1,22.8,"7,07,01,160","3,88,93,82,820.75","74,344"
30-Jan-2024,EQ,54.5,55.25,53.5,54.0,53.7,53.75,54.31,55.5,22.8,"4,41,41,860","2,39,73,99,780.15","53,935"
29-Jan-2024,EQ,53.9,55.5,53.45,53.4,54.0,54.0,54.51,55.5,22.8,"4,95,17,058","2,69,90,82,408.40","62,523"
25-Jan-2024,EQ,53.9,54.3,52.75,53.75,53.4,53.4,53.41,54.9,22.8,"3,55,29,804","1,89,77,12,070.40","52,146"
24-Jan-2024,EQ,51.35,54.0,50.15,51.1,53.7,53.75,52.78,54.9,22.8,"5,92,29,750","3,12,62,67,218.05","72,032"
23-Jan-2024,EQ,53.9,54.9,50.6,53.15,51.3,51.1,52.86,54.9,22.8,"7,67,48,898","4,05,69,44,255.55","96,295"
20-Jan-2024,EQ,51.95,53.65,51.35,51.65,52.95,53.15,52.63,53.65,22.8,"5,53,19,141","2,91,14,30,851.10","61,037"
19-Jan-2024,EQ,52.4,52.8,51.1,51.95,51.6,51.65,51.75,52.8,22.8,"5,22,45,277","2,70,37,34,239.65","62,813"
18-Jan-2024,EQ,50.0,52.65,47.9,49.85,51.95,51.95,51.03,52.65,22.8,"9,92,01,799","5,06,20,93,039.30","91,063"
17-Jan-2024,EQ,49.8,51.6,48.7,50.0,50.0,49.85,50.46,52.25,22.8,"7,22,15,253","3,64,41,68,008.35","81,816"
16-Jan-2024,EQ,50.75,52.25,49.1,50.4,49.95,50.0,50.82,52.25,22.8,"12,04,50,425","6,12,18,31,946.10","1,16,815"
15-Jan-2024,EQ,48.95,50.75,48.85,48.3,50.55,50.4,49.96,51.9,22.8,"9,39,95,725","4,69,64,20,535.40","1,10,832"
12-Jan-2024,EQ,46.2,48.65,46.1,45.95,48.3,48.3,47.94,51.9,22.8,"7,74,64,168","3,71,35,28,843.15","75,402"
11-Jan-2024,EQ,45.5,46.3,45.5,45.25,46.1,45.95,45.93,51.9,22.8,"1,65,80,260","76,16,04,483.05","22,292"
10-Jan-2024,EQ,45.9,45.95,45.2,45.9,45.35,45.25,45.41,51.9,22.8,"1,55,00,064","70,38,09,228.65","22,728"
09-Jan-2024,EQ,46.2,46.5,45.55,45.95,45.8,45.9,46.03,51.9,22.8,"1,29,06,381","59,40,56,389.85","24,035"
08-Jan-2024,EQ,46.9,46.9,45.8,46.7,46.0,45.95,46.19,51.9,22.8,"2,10,06,685","97,03,40,585.10","28,018"
05-Jan-2024,EQ,47.3,47.6,46.3,47.2,46.7,46.7,46.93,51.9,22.8,"1,86,98,418","87,75,01,798.40","28,363"
04-Jan-2024,EQ,47.55,47.75,46.95,47.3,47.2,47.2,47.27,51.9,22.8,"2,77,00,055","1,30,92,80,192.20","31,632"
03-Jan-2024,EQ,46.0,47.6,45.6,45.45,47.2,47.3,46.96,51.9,22.8,"6,30,18,012","2,95,93,30,548.95","62,773"
02-Jan-2024,EQ,45.5,46.2,45.1,45.65,45.45,45.45,45.58,51.9,22.8,"1,76,28,818","80,34,97,518.65","23,195"
01-Jan-2024,EQ,45.25,45.95,45.1,45.15,45.6,45.65,45.65,51.9,22.8,"1,29,01,280","58,89,53,912.85","22,229"
