Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
17-Apr-2023,EQ,27.5,28.95,27.2,27.55,28.75,28.65,28.15,36.25,15.0,"3,01,21,567","84,77,76,885.70","24,427"
13-Apr-2023,EQ,26.65,27.85,26.45,26.6,27.65,27.55,27.07,36.25,15.0,"1,53,71,559","41,61,34,433.20","13,197"
12-Apr-2023,EQ,26.85,26.85,26.4,26.7,26.65,26.6,26.59,36.25,15.0,"55,04,440","14,63,58,689.55","7,338"
11-Apr-2023,EQ,26.25,27.2,26.25,26.15,26.65,26.7,26.7,36.25,15.0,"99,00,923","26,43,70,121.95","11,004"
10-Apr-2023,EQ,26.3,26.35,25.95,26.15,26.1,26.15,26.15,36.25,15.0,"76,82,988","20,08,90,416.55","10,097"
06-Apr-2023,EQ,25.65,26.55,25.55,25.65,26.15,26.15,26.15,36.25,15.0,"1,52,35,335","39,83,30,141.40","13,656"
05-Apr-2023,EQ,25.95,25.95,25.2,25.75,25.8,25.65,25.47,36.25,15.0,"1,05,21,009","26,79,60,212.05","11,152"
03-Apr-2023,EQ,24.9,25.95,24.7,24.75,25.95,25.75,25.31,36.25,15.0,"1,31,50,340","33,28,19,963.30","12,157"
31-Mar-2023,EQ,25.25,25.25,24.5,24.65,24.7,24.75,24.85,36.25,15.0,"98,13,078","24,38,83,549.70","11,913"
29-Mar-2023,EQ,22.95,24.85,22.85,23.1,24.45,24.65,24.02,36.25,15.0,"1,72,63,411","41,46,89,158.70","14,868"
28-Mar-2023,EQ,23.2,23.6,22.8,23.4,23.15,23.1,23.11,36.25,15.0,"89,75,021","20,73,97,979.70","10,437"
27-Mar-2023,EQ,24.4,24.4,23.2,24.2,23.35,23.4,23.7,36.25,15.0,"95,07,486","22,52,82,998.35","12,486"
24-Mar-2023,EQ,24.85,25.2,23.95,25.0,24.05,24.2,24.63,36.25,15.0,"82,31,322","20,27,54,050.75","8,363"
23-Mar-2023,EQ,24.7,25.25,24.5,25.05,24.95,25.0,25.0,36.25,15.0,"94,40,650","23,59,93,246.60","8,831"
22-Mar-2023,EQ,25.05,25.5,24.9,24.9,25.05,25.05,25.2,36.25,15.0,"81,86,149","20,63,25,257.35","7,830"
21-Mar-2023,EQ,25.2,25.2,24.6,24.6,24.8,24.9,24.85,36.25,15.0,"92,64,981","23,02,36,579.45","8,868"
20-Mar-2023,EQ,25.15,25.2,23.8,25.15,25.0,24.6,24.32,36.25,15.0,"1,60,93,752","39,14,58,713.20","16,871"
17-Mar-2023,EQ,25.5,25.75,24.85,25.2,25.25,25.15,25.17,36.25,15.0,"80,85,754","20,34,83,677.50","8,805"
16-Mar-2023,EQ,24.7,25.35,24.0,24.85,25.25,25.2,24.66,36.25,15.0,"1,29,35,251","31,90,29,930.85","12,459"
15-Mar-2023,EQ,25.3,25.7,24.6,24.8,24.65,24.85,25.06,36.25,15.0,"97,72,976","24,49,27,764.10","9,265"
14-Mar-2023,EQ,25.8,25.8,24.65,25.55,25.0,24.8,25.03,36.25,15.0,"1,53,89,045","38,51,65,526.20","21,191"
13-Mar-2023,EQ,26.5,26.9,25.4,26.8,25.5,25.55,26.16,36.25,15.0,"1,11,98,313","29,29,00,563.45","13,010"
10-Mar-2023,EQ,26.85,26.95,26.35,27.1,26.9,26.8,26.66,36.25,15.0,"92,42,571","24,63,75,141.60","10,376"
09-Mar-2023,EQ,27.75,27.8,27.0,27.55,27.05,27.1,27.37,36.25,15.0,"88,44,269","24,20,48,864.45","9,315"
08-Mar-2023,EQ,27.5,27.7,26.9,27.5,27.7,27.55,27.25,36.25,15.0,"96,16,879","26,20,59,293.50","9,494"
06-Mar-2023,EQ,28.2,28.6,27.35,27.7,27.6,27.5,27.83,36.25,15.0,"2,07,19,537","57,66,33,152.50","22,332"
03-Mar-2023,EQ,26.25,27.85,26.25,26.0,27.75,27.7,27.34,36.25,15.0,"2,65,75,498","72,66,54,030.95","24,852"
02-Mar-2023,EQ,26.5,26.85,25.9,26.5,26.1,26.0,26.35,36.25,15.0,"1,16,61,692","30,73,13,835.35","12,871"
01-Mar-2023,EQ,25.7,26.65,25.45,25.5,26.55,26.5,26.13,36.25,15.0,"1,36,25,065","35,60,06,303.25","12,971"
28-Feb-2023,EQ,25.25,25.65,24.95,25.1,25.6,25.5,25.26,36.25,15.0,"1,21,02,585","30,57,48,449.15","12,205"
27-Feb-2023,EQ,25.0,25.5,24.85,25.15,25.0,25.1,25.11,36.25,15.0,"1,35,05,092","33,91,76,170.95","13,666"
24-Feb-2023,EQ,25.85,26.25,25.0,25.65,25.2,25.15,25.53,36.25,15.0,"1,00,69,220","25,70,83,349.80","11,810"
23-Feb-2023,EQ,25.3,25.9,25.0,25.6,25.85,25.65,25.51,36.25,15.0,"1,60,44,113","40,92,16,886.95","14,404"
22-Feb-2023,EQ,25.8,26.6,25.45,26.1,25.55,25.6,25.9,36.25,15.0,"1,28,29,796","33,22,75,538.30","13,019"
21-Feb-2023,EQ,26.35,26.4,25.85,26.35,26.1,26.1,26.09,36.25,15.0,"84,53,014","22,05,54,008.70","8,918"
20-Feb-2023,EQ,27.1,27.25,26.2,26.9,26.35,26.35,26.6,36.25,15.0,"93,08,989","24,75,91,804.25","13,417"
17-Feb-2023,EQ,26.95,27.0,26.6,27.1,26.9,26.9,26.82,36.25,15.0,"58,60,958","15,72,02,262.25","7,979"
16-Feb-2023,EQ,27.45,27.55,27.0,27.25,27.15,27.1,27.21,36.25,15.0,"55,07,044","14,98,66,938.30","7,942"
15-Feb-2023,EQ,27.0,27.55,26.9,27.1,27.25,27.25,27.24,36.25,15.0,"80,80,383","22,00,92,494.25","9,218"
14-Feb-2023,EQ,27.45,27.55,26.55,27.3,27.15,27.1,26.96,36.25,15.0,"99,71,208","26,88,13,662.20","12,950"
13-Feb-2023,EQ,28.2,28.2,27.1,28.2,27.3,27.3,27.6,36.25,15.0,"1,09,06,124","30,10,53,447.60","14,152"
10-Feb-2023,EQ,27.7,29.15,27.55,27.8,28.2,28.2,28.44,36.25,15.0,"1,98,84,763","56,54,35,996.60","18,231"
09-Feb-2023,EQ,28.15,28.15,27.65,28.05,27.75,27.8,27.84,36.25,15.0,"82,41,479","22,94,26,805.50","10,034"
08-Feb-2023,EQ,28.25,28.45,27.85,28.15,28.0,28.05,28.13,36.25,15.0,"1,27,85,373","35,96,22,347.90","15,266"
07-Feb-2023,EQ,28.6,28.8,27.95,28.6,28.1,28.15,28.32,36.25,15.0,"1,06,52,575","30,16,55,047.25","13,032"
06-Feb-2023,EQ,28.85,29.25,28.5,28.8,28.65,28.6,28.81,36.25,15.0,"1,41,49,681","40,76,51,460.50","14,019"
03-Feb-2023,EQ,29.2,29.45,27.4,28.85,28.8,28.8,28.28,36.25,15.0,"2,49,53,916","70,57,83,758.80","22,960"
02-Feb-2023,EQ,28.65,29.6,28.3,28.7,28.9,28.85,28.93,36.25,15.0,"1,59,21,047","46,05,78,301.15","17,336"
01-Feb-2023,EQ,30.9,31.05,27.9,30.4,28.85,28.7,29.74,36.25,15.0,"2,91,31,196","86,63,00,955.10","28,489"
31-Jan-2023,EQ,29.2,30.85,28.7,28.85,30.7,30.4,29.81,36.25,15.0,"2,72,04,629","81,09,23,141.30","25,564"
30-Jan-2023,EQ,27.8,29.25,27.0,27.75,29.15,28.85,28.27,36.25,15.0,"3,29,01,161","93,00,43,739.30","31,759"
27-Jan-2023,EQ,29.55,29.7,27.0,29.45,27.9,27.75,28.1,36.25,15.0,"3,50,75,461","98,56,64,375.50","32,230"
25-Jan-2023,EQ,29.6,30.1,29.1,29.65,29.55,29.45,29.43,36.25,15.0,"2,42,51,563","71,36,41,458.50","21,059"
24-Jan-2023,EQ,31.0,31.15,29.3,30.9,29.3,29.65,30.13,36.25,15.0,"1,71,11,252","51,55,64,685.55","19,991"
23-Jan-2023,EQ,31.45,31.7,30.65,31.3,30.65,30.9,31.12,36.25,15.0,"1,67,37,091","52,07,84,901.20","15,519"
20-Jan-2023,EQ,31.8,31.9,31.0,31.6,31.35,31.3,31.36,36.25,15.0,"2,21,27,069","69,38,63,401.40","17,652"
19-Jan-2023,EQ,32.0,32.0,31.5,32.0,31.6,31.6,31.7,36.25,15.0,"1,98,18,654","62,82,17,244.90","16,244"
18-Jan-2023,EQ,32.45,32.45,31.8,32.0,31.95,32.0,32.04,36.25,15.0,"2,50,81,019","80,35,29,554.40","21,998"
17-Jan-2023,EQ,33.4,34.1,31.7,33.05,32.45,32.0,32.85,36.25,15.0,"6,84,32,478","2,24,77,13,842.75","56,124"
16-Jan-2023,EQ,31.95,34.45,31.9,31.7,33.2,33.05,33.27,36.25,15.0,"12,19,92,374","4,05,90,61,527.35","92,057"
13-Jan-2023,EQ,31.3,32.15,30.9,31.3,31.65,31.7,31.71,36.25,15.0,"3,76,11,941","1,19,27,56,382.15","28,063"
12-Jan-2023,EQ,30.8,31.55,30.3,30.7,31.25,31.3,30.95,36.25,15.0,"4,10,64,537","1,27,07,53,905.90","31,327"
11-Jan-2023,EQ,29.95,31.1,29.0,29.7,30.95,30.7,30.02,36.25,15.0,"3,60,96,926","1,08,34,62,040.40","26,921"
10-Jan-2023,EQ,30.9,30.95,29.4,31.05,29.95,29.7,29.82,36.25,15.0,"2,54,34,732","75,85,25,227.65","23,496"
09-Jan-2023,EQ,31.2,31.3,30.8,30.7,31.0,31.05,31.04,36.25,15.0,"1,90,65,051","59,18,08,103.90","16,114"
06-Jan-2023,EQ,31.5,31.5,30.3,31.1,30.65,30.7,30.69,36.25,15.0,"2,59,38,883","79,59,45,525.60","21,879"
05-Jan-2023,EQ,31.75,31.9,30.55,31.45,31.3,31.1,31.13,36.25,15.0,"3,58,41,006","1,11,57,72,248.45","27,595"
04-Jan-2023,EQ,32.5,33.1,31.2,32.05,31.3,31.45,32.07,36.25,15.0,"6,04,00,249","1,93,70,20,412.05","45,904"
03-Jan-2023,EQ,30.8,32.35,30.7,30.55,32.35,32.05,31.64,36.25,15.0,"5,48,78,562","1,73,61,68,681.95","45,966"
02-Jan-2023,EQ,30.85,31.1,30.3,30.6,30.7,30.55,30.69,36.25,15.0,"2,29,13,370","70,31,09,899.10","23,993"
31-Dec-2024,EQ,51.1,52.35,50.91,51.1,52.08,52.19,51.56,73.5,45.1,"78,36,741","40,40,38,003.25","33,915"
30-Dec-2024,EQ,52.65,52.95,50.72,52.72,51.3,51.1,51.74,73.5,45.1,"1,02,51,963","53,04,70,063.31","49,960"
27-Dec-2024,EQ,53.38,53.51,52.56,52.9,52.68,52.72,52.99,73.5,44.75,"43,49,740","23,04,92,661.87","18,701"
26-Dec-2024,EQ,53.8,54.3,52.75,53.65,53.0,52.9,53.43,73.5,44.75,"57,39,971","30,66,92,655.85","25,521"
24-Dec-2024,EQ,54.14,54.33,53.2,54.13,53.6,53.65,53.88,73.5,44.75,"51,38,848","27,68,88,073.19","20,322"
23-Dec-2024,EQ,55.0,55.25,53.94,54.74,54.1,54.13,54.38,73.5,44.75,"88,83,284","48,31,06,372.71","51,635"
20-Dec-2024,EQ,53.3,55.78,52.76,53.08,54.85,54.74,54.42,73.5,43.05,"4,35,32,217","2,36,88,38,949.70","94,658"
19-Dec-2024,EQ,52.3,53.6,52.24,53.34,53.1,53.08,52.98,73.5,43.05,"81,44,420","43,15,19,457.91","30,583"
18-Dec-2024,EQ,55.19,55.24,53.01,54.99,53.51,53.34,53.88,73.5,43.05,"1,34,21,530","72,32,01,836.32","42,082"
17-Dec-2024,EQ,56.1,56.25,54.7,56.25,55.09,54.99,55.45,73.5,43.05,"1,03,88,803","57,60,31,423.42","34,286"
16-Dec-2024,EQ,55.65,56.58,55.65,55.58,56.17,56.25,56.15,73.5,43.05,"92,39,787","51,88,36,645.19","30,523"
13-Dec-2024,EQ,55.64,55.9,54.18,55.87,55.69,55.58,55.03,73.5,43.05,"1,40,20,467","77,14,96,205.23","38,319"
12-Dec-2024,EQ,56.3,56.49,55.57,56.42,55.76,55.87,55.93,73.5,43.05,"87,23,929","48,79,27,994.21","25,835"
11-Dec-2024,EQ,57.08,57.49,56.3,56.82,56.34,56.42,56.83,73.5,43.05,"95,17,140","54,08,87,224.19","27,293"
10-Dec-2024,EQ,57.5,57.86,56.7,57.29,56.82,56.82,57.1,73.5,43.05,"1,43,55,748","81,96,99,925.90","34,857"
09-Dec-2024,EQ,58.14,58.56,57.11,57.84,57.3,57.29,57.79,73.5,43.05,"1,31,19,585","75,81,34,529.60","36,122"
06-Dec-2024,EQ,58.6,59.39,57.13,58.33,57.9,57.84,58.29,73.5,43.05,"3,29,40,267","1,92,01,73,567.28","73,289"
05-Dec-2024,EQ,59.3,59.85,58.02,58.92,58.29,58.33,58.66,73.5,43.05,"2,36,90,409","1,38,96,18,404.76","62,070"
04-Dec-2024,EQ,57.3,59.25,57.07,57.07,59.15,58.92,58.41,73.5,43.05,"6,11,81,150","3,57,36,26,641.69","1,03,648"
03-Dec-2024,EQ,56.87,57.82,56.72,56.96,57.0,57.07,57.32,73.5,43.05,"1,93,44,978","1,10,88,41,587.42","43,523"
02-Dec-2024,EQ,56.58,57.25,55.77,57.03,56.89,56.96,56.59,73.5,43.05,"1,00,57,982","56,91,39,300.34","29,919"
29-Nov-2024,EQ,57.0,57.55,55.69,56.8,56.6,57.03,56.76,73.5,42.85,"1,73,67,005","98,56,94,160.35","40,899"
28-Nov-2024,EQ,55.87,57.3,55.55,55.82,56.69,56.8,56.58,73.5,42.85,"2,26,49,849","1,28,14,64,371.08","56,048"
27-Nov-2024,EQ,56.0,56.45,55.01,55.17,55.67,55.82,55.79,73.5,42.85,"1,37,65,433","76,80,19,413.48","41,505"
26-Nov-2024,EQ,54.51,55.5,54.2,54.28,55.48,55.17,54.92,73.5,42.85,"1,05,18,735","57,77,03,298.27","31,945"
25-Nov-2024,EQ,55.0,55.65,54.05,52.94,54.48,54.28,54.89,73.5,42.85,"2,50,58,345","1,37,55,67,322.42","62,363"
22-Nov-2024,EQ,51.5,53.1,51.4,51.26,52.99,52.94,52.62,73.5,42.85,"1,15,65,764","60,85,44,751.79","36,319"
21-Nov-2024,EQ,52.25,52.39,50.45,52.43,51.29,51.26,51.29,73.5,42.85,"1,10,31,390","56,57,64,670.19","46,894"
19-Nov-2024,EQ,51.79,53.25,51.74,51.79,52.27,52.43,52.65,73.5,42.85,"1,11,49,270","58,70,48,173.30","37,095"
18-Nov-2024,EQ,50.5,52.99,49.61,50.5,51.66,51.79,51.4,73.5,42.85,"1,63,10,997","83,84,52,539.17","54,445"
14-Nov-2024,EQ,50.2,51.27,50.2,50.17,50.5,50.5,50.75,73.5,42.85,"1,01,99,910","51,76,16,496.18","30,443"
13-Nov-2024,EQ,51.5,52.5,50.0,52.51,50.38,50.17,51.0,73.5,42.85,"1,07,61,224","54,88,26,763.03","44,337"
12-Nov-2024,EQ,53.35,54.21,52.0,53.35,52.37,52.51,53.27,73.5,42.85,"75,87,064","40,41,96,638.61","28,560"
11-Nov-2024,EQ,53.65,54.4,53.11,54.03,53.29,53.35,53.71,73.5,42.85,"87,28,230","46,88,32,550.45","31,202"
08-Nov-2024,EQ,55.25,55.4,53.45,55.28,53.9,54.03,54.49,73.5,42.75,"94,15,141","51,30,76,637.09","32,148"
07-Nov-2024,EQ,56.3,57.1,55.01,55.91,55.15,55.28,55.98,73.5,42.75,"1,49,40,724","83,64,13,284.10","39,932"
06-Nov-2024,EQ,55.8,56.4,55.27,55.65,55.95,55.91,55.8,73.5,42.75,"1,72,51,248","96,26,23,765.48","43,645"
05-Nov-2024,EQ,53.95,55.95,53.48,54.4,55.43,55.65,54.84,73.5,42.75,"1,95,09,226","1,06,99,50,080.64","50,261"
04-Nov-2024,EQ,55.52,55.52,53.0,55.43,54.03,54.4,54.21,73.5,42.75,"1,76,49,130","95,67,21,199.70","48,925"
01-Nov-2024,EQ,55.25,55.75,55.0,54.9,55.5,55.43,55.48,73.5,41.2,"40,86,792","22,67,27,925.24","22,887"
31-Oct-2024,EQ,55.34,55.84,54.08,55.34,54.6,54.9,54.89,73.5,41.2,"1,87,58,444","1,02,97,39,946.03","55,380"
30-Oct-2024,EQ,51.96,56.9,51.7,52.02,55.74,55.34,54.42,73.5,41.2,"3,89,94,310","2,12,22,17,218.90","99,125"
29-Oct-2024,EQ,49.81,52.25,49.65,49.81,52.18,52.02,51.01,73.5,41.2,"1,62,34,868","82,81,64,496.65","43,313"
28-Oct-2024,EQ,49.02,50.52,48.76,49.02,49.85,49.81,49.7,73.5,41.2,"2,08,26,697","1,03,51,74,284.13","58,802"
25-Oct-2024,EQ,50.25,50.48,47.8,50.0,49.2,49.02,48.78,73.5,38.65,"1,75,06,896","85,39,63,308.84","70,583"
24-Oct-2024,EQ,50.65,51.26,49.8,50.46,50.04,50.0,50.35,73.5,38.65,"1,13,86,093","57,32,72,853.34","36,980"
23-Oct-2024,EQ,49.39,50.93,47.37,49.07,50.54,50.46,49.84,73.5,38.65,"1,83,41,975","91,41,72,567.59","63,807"
22-Oct-2024,EQ,52.1,52.58,48.7,52.19,49.43,49.07,50.13,73.5,38.65,"2,02,45,376","1,01,49,65,938.25","80,635"
21-Oct-2024,EQ,54.6,54.79,51.88,54.3,52.19,52.19,53.19,73.5,38.65,"1,00,78,192","53,61,03,687.65","39,298"
18-Oct-2024,EQ,53.8,55.0,52.45,53.98,54.18,54.3,53.49,73.5,38.65,"1,46,72,462","78,47,73,529.91","46,834"
17-Oct-2024,EQ,54.85,54.99,53.9,54.56,54.07,53.98,54.18,73.5,38.65,"88,00,933","47,68,43,298.85","45,146"
16-Oct-2024,EQ,54.98,55.7,54.27,54.32,54.79,54.56,54.82,73.5,38.65,"2,23,33,654","1,22,42,94,451.34","76,689"
15-Oct-2024,EQ,54.6,55.1,53.51,54.2,54.32,54.32,54.31,73.5,38.65,"3,04,28,543","1,65,25,24,599.40","99,039"
14-Oct-2024,EQ,54.35,54.95,53.8,54.24,54.19,54.2,54.31,73.5,38.65,"98,22,253","53,34,49,032.98","28,822"
11-Oct-2024,EQ,54.2,54.63,53.8,54.16,54.3,54.24,54.22,73.5,38.65,"78,82,394","42,73,45,678.58","28,377"
10-Oct-2024,EQ,55.0,55.57,54.0,54.66,54.27,54.16,54.79,73.5,38.65,"1,35,69,778","74,34,42,694.79","40,341"
09-Oct-2024,EQ,56.75,56.98,54.3,57.04,54.9,54.66,55.48,73.5,38.65,"3,99,71,975","2,21,77,07,631.12","1,39,293"
08-Oct-2024,EQ,56.25,57.25,55.31,55.84,57.17,57.04,56.23,73.5,38.65,"1,09,74,855","61,71,21,631.36","44,642"
07-Oct-2024,EQ,58.51,58.87,55.6,57.65,56.25,55.84,56.7,73.5,38.65,"1,16,22,901","65,89,66,433.46","55,110"
04-Oct-2024,EQ,58.21,58.85,57.41,58.45,57.7,57.65,58.1,73.5,38.65,"1,07,44,051","62,42,25,052.55","41,174"
03-Oct-2024,EQ,59.0,59.3,58.07,59.88,58.5,58.45,58.68,73.5,38.65,"87,13,928","51,13,14,815.73","39,095"
01-Oct-2024,EQ,59.99,60.61,59.35,60.29,59.7,59.88,59.99,73.5,38.65,"1,19,55,842","71,72,34,998.15","36,581"
30-Sep-2024,EQ,60.0,61.08,59.3,59.83,60.33,60.29,60.22,73.5,38.65,"1,08,41,817","65,28,58,246.01","38,584"
27-Sep-2024,EQ,60.3,60.7,59.7,60.04,59.9,59.83,60.09,73.5,38.65,"92,88,927","55,81,72,216.22","37,772"
26-Sep-2024,EQ,60.01,61.17,59.3,60.18,60.24,60.04,60.13,73.5,38.65,"1,19,83,212","72,05,91,397.69","42,119"
25-Sep-2024,EQ,61.46,61.46,60.01,61.46,60.19,60.18,60.47,73.5,38.65,"72,84,030","44,04,74,971.89","26,310"
24-Sep-2024,EQ,63.12,63.12,61.3,63.12,61.54,61.46,61.87,73.5,38.65,"1,71,47,492","1,06,09,05,781.47","50,965"
23-Sep-2024,EQ,59.0,63.45,58.83,58.42,63.2,63.12,62.01,73.5,38.65,"4,46,36,814","2,76,77,94,649.12","1,10,351"
20-Sep-2024,EQ,58.4,59.15,57.9,57.9,59.0,58.42,58.51,73.5,38.65,"1,85,59,284","1,08,58,32,886.33","39,565"
19-Sep-2024,EQ,60.0,60.48,57.4,59.06,58.34,57.9,58.34,73.5,38.65,"84,83,834","49,49,78,399.25","44,497"
18-Sep-2024,EQ,59.8,60.0,58.95,59.81,59.25,59.06,59.55,73.5,38.65,"48,95,890","29,15,71,913.72","27,610"
17-Sep-2024,EQ,60.8,60.85,59.6,60.64,59.78,59.81,60.09,73.5,38.65,"45,41,633","27,29,12,545.98","26,120"
16-Sep-2024,EQ,61.11,61.96,60.4,61.02,60.66,60.64,61.1,73.5,38.65,"74,44,299","45,48,19,295.56","36,208"
13-Sep-2024,EQ,59.1,61.33,58.84,58.72,61.15,61.02,60.45,73.5,38.65,"1,23,54,134","74,67,63,029.12","45,869"
12-Sep-2024,EQ,58.9,59.36,58.5,58.54,58.8,58.72,58.79,73.5,38.65,"50,70,395","29,81,03,294.18","31,980"
11-Sep-2024,EQ,59.7,59.98,58.4,59.73,58.64,58.54,59.2,73.5,38.65,"58,91,517","34,88,01,884.62","38,283"
10-Sep-2024,EQ,59.25,60.1,59.25,59.09,59.78,59.73,59.73,73.5,38.65,"45,50,580","27,18,08,270.08","30,999"
09-Sep-2024,EQ,60.2,60.42,58.81,60.2,59.29,59.09,59.28,73.5,38.65,"64,81,975","38,42,33,024.20","34,041"
06-Sep-2024,EQ,61.13,61.42,60.01,61.2,60.29,60.2,60.41,73.5,38.5,"66,35,683","40,08,49,788.59","32,593"
05-Sep-2024,EQ,62.5,62.5,61.0,61.54,61.1,61.2,61.6,73.5,38.5,"46,11,147","28,40,64,802.63","23,723"
04-Sep-2024,EQ,60.25,61.8,60.2,61.86,61.59,61.54,61.5,73.5,38.5,"49,48,186","30,43,28,536.64","29,810"
03-Sep-2024,EQ,62.23,62.35,61.8,61.98,61.85,61.86,61.97,73.5,38.5,"36,24,567","22,46,27,789.16","19,625"
02-Sep-2024,EQ,62.6,62.79,61.75,62.57,61.95,61.98,62.08,73.5,38.5,"52,66,227","32,69,45,647.73","27,653"
30-Aug-2024,EQ,62.11,63.3,62.11,62.55,62.54,62.57,62.91,73.5,37.75,"80,64,018","50,73,31,118.42","29,329"
29-Aug-2024,EQ,62.84,62.92,62.11,62.84,62.63,62.55,62.5,73.5,37.75,"62,67,804","39,17,16,174.55","22,700"
28-Aug-2024,EQ,63.45,63.62,62.49,63.07,62.99,62.84,63.17,73.5,37.75,"1,13,97,984","72,00,19,111.81","36,450"
27-Aug-2024,EQ,61.8,63.3,61.76,61.76,63.3,63.07,62.54,73.5,37.75,"91,03,447","56,93,41,230.96","34,090"
26-Aug-2024,EQ,63.0,63.3,61.61,62.31,61.94,61.76,62.31,73.5,37.75,"83,53,129","52,04,82,459.84","36,596"
23-Aug-2024,EQ,62.85,62.98,62.01,62.79,62.38,62.31,62.57,73.5,37.75,"51,32,281","32,11,12,851.00","24,402"
22-Aug-2024,EQ,63.11,63.85,62.5,63.05,62.65,62.79,63.27,73.5,37.75,"83,28,491","52,69,31,145.33","26,847"
21-Aug-2024,EQ,63.64,63.64,62.73,63.15,63.1,63.05,63.17,73.5,37.75,"78,49,929","49,58,71,014.90","31,322"
20-Aug-2024,EQ,62.99,63.55,62.35,62.5,63.25,63.15,62.84,73.5,37.75,"74,42,078","46,76,39,554.69","31,228"
19-Aug-2024,EQ,61.3,62.75,61.3,61.17,62.58,62.5,62.25,73.5,37.75,"92,14,854","57,35,99,894.50","33,979"
16-Aug-2024,EQ,61.25,61.46,60.81,60.55,61.25,61.17,61.09,73.5,36.2,"58,20,935","35,55,93,648.69","26,857"
14-Aug-2024,EQ,60.35,61.08,59.71,60.13,60.64,60.55,60.53,73.5,36.2,"1,12,14,815","67,88,56,653.45","39,390"
13-Aug-2024,EQ,61.15,61.65,60.0,61.12,60.6,60.13,60.87,73.5,36.2,"1,02,13,321","62,16,34,068.82","44,798"
12-Aug-2024,EQ,61.9,61.9,61.0,61.92,61.19,61.12,61.33,73.5,36.2,"96,97,154","59,47,58,092.36","37,146"
09-Aug-2024,EQ,62.85,62.99,61.6,62.09,62.0,61.92,62.19,73.5,33.7,"1,20,44,190","74,89,79,963.15","36,209"
08-Aug-2024,EQ,62.8,63.48,61.9,62.86,62.2,62.09,62.67,73.5,33.7,"1,14,28,507","71,61,82,464.62","39,287"
07-Aug-2024,EQ,62.48,63.15,61.9,61.5,63.04,62.86,62.46,73.5,33.7,"92,05,822","57,50,06,152.23","32,416"
06-Aug-2024,EQ,63.16,64.15,61.01,62.17,61.55,61.5,62.64,73.5,33.7,"1,33,52,695","83,63,74,944.73","51,656"
05-Aug-2024,EQ,63.69,64.16,62.0,65.51,62.2,62.17,62.87,73.5,33.7,"2,11,19,418","1,32,78,33,113.16","77,154"
02-Aug-2024,EQ,64.82,66.58,64.8,66.11,65.7,65.51,65.59,73.5,32.7,"1,20,05,955","78,74,80,210.84","40,043"
01-Aug-2024,EQ,67.01,67.5,65.8,66.94,66.17,66.11,66.64,73.5,32.7,"98,27,983","65,49,51,843.74","32,916"
31-Jul-2024,EQ,67.8,67.89,66.83,67.67,66.95,66.94,67.15,73.5,32.7,"89,05,944","59,80,24,409.47","29,179"
30-Jul-2024,EQ,68.09,68.48,67.32,68.09,67.9,67.67,67.98,73.5,32.7,"1,19,18,045","81,01,67,014.85","36,934"
29-Jul-2024,EQ,68.9,70.77,68.0,67.73,68.16,68.09,69.16,73.5,32.7,"3,11,36,013","2,15,34,96,714.26","71,879"
26-Jul-2024,EQ,66.63,68.9,66.22,66.63,67.6,67.73,67.54,73.5,32.7,"2,88,77,039","1,95,03,05,015.89","64,243"
25-Jul-2024,EQ,66.5,67.59,66.05,67.19,66.55,66.63,66.81,73.5,32.7,"1,23,31,832","82,39,00,126.52","36,433"
24-Jul-2024,EQ,65.1,67.83,64.66,65.19,67.11,67.19,66.65,73.5,32.7,"2,33,73,590","1,55,78,81,271.41","63,769"
23-Jul-2024,EQ,67.05,67.24,62.93,66.57,65.39,65.19,65.29,73.5,32.7,"1,81,74,540","1,18,66,35,330.59","65,900"
22-Jul-2024,EQ,65.65,66.82,64.98,65.65,66.72,66.57,66.18,73.5,32.7,"1,58,85,190","1,05,12,65,397.56","53,861"
19-Jul-2024,EQ,67.1,67.69,65.5,67.19,65.65,65.65,66.36,73.5,30.75,"2,11,88,633","1,40,60,15,533.54","63,860"
18-Jul-2024,EQ,67.98,69.9,66.7,67.69,67.54,67.19,68.23,73.5,30.75,"4,53,68,604","3,09,56,23,093.33","1,18,054"
16-Jul-2024,EQ,69.3,70.8,67.41,68.75,67.8,67.69,68.9,73.5,30.75,"4,95,96,296","3,41,72,61,329.00","1,18,163"
15-Jul-2024,EQ,65.75,69.7,64.8,65.08,68.7,68.75,68.05,73.5,30.75,"11,61,86,128","7,90,63,60,480.88","2,14,824"
12-Jul-2024,EQ,63.67,65.97,63.52,63.44,65.2,65.08,65.02,73.5,29.85,"2,18,07,937","1,41,79,89,648.95","65,040"
11-Jul-2024,EQ,63.9,64.4,63.15,63.73,63.49,63.44,63.67,73.5,29.85,"1,00,91,064","64,24,99,234.17","34,289"
10-Jul-2024,EQ,65.0,65.38,63.05,64.78,63.67,63.73,63.88,73.5,29.85,"1,35,62,473","86,64,28,979.31","43,431"
09-Jul-2024,EQ,63.22,66.85,63.05,63.2,64.94,64.78,65.43,73.5,29.85,"3,57,07,519","2,33,63,79,330.51","87,344"
08-Jul-2024,EQ,63.81,64.0,63.05,63.77,63.28,63.2,63.41,73.5,29.85,"87,02,792","55,18,19,504.48","37,913"
